Review	Liked
 Mark my words..... 	1
 Amazing! 	1
 Bravo! 	1
 Yes 	1
 Powerful show that continues to please 	1
 The perfect TV show! 	1
" If you are a Indian, and want to witness epic's in one TV show it is game of thrones "	1
 The best in the history 	1
 Superb series. 	1
 First season review. 	0
 The best I've ever watched... 	1
 Unbelivable 	1
 One of the best shows ever made. 	1
 It's a great show - the greatest 	1
" One of the best shows on TV, last season is a little rushed "	1
 What a wonderful storyline 	1
 Game of thrones one of my favourite TV series ever 	1
 Over:( 	1
 GOAT 	1
 Disappointing Season 	1
" Amazing and excellent, but? "	1
 I'm kinda addicted 	1
 Best Show on TV 	1
" Simply, the best TV show I have ever watched. "	1
 Best tv show!! 	1
 Absolutely brilliant 	1
 Sure amazing 	1
 Review 	1
 Great 	1
 Phenomenal 	1
 Episode 3 is outstanding 	1
 Wonderful 	1
 Perfect! 	1
 One of the best shows ever 	1
 Is it a love story or game of thrones .(season 8) 	0
 Best TV series you'll ever watch ! 	1
 I love this show 	1
 i like it 	1
 Let's see who we can kill off this week... 	0
 One of the Best Shows ever 	1
" An Outstanding , Unique and Truly Magnificent Series "	1
 One of the Greats 	1
 Game of Thrones Season 6 	1
 nais 	1
 The Best of the Best 	1
 Something for everyone. 	1
 Looking forward to watching more episodes 	1
 Best TV series EVER. 	1
 Ideal show vs can-improve-show 	1
 The game is on ... don't miss it! 	1
 Great show right until the end. 10 	1
 Game of thrones will remains one of the greatest series forever ? 	1
 Good review 	1
 Binge watching is coming! 	1
 Best series ever 	1
 Best Show Ever! 	1
 Season 3 	0
 Great Show 	1
" The Story of ""A Song of Ice and Fire"" is not Being Told "	1
 Definitely NOT The lord of the rings 	0
 Thr best 	1
 AMAZING 	1
 One of the best shows ever made 	1
 U should watch only s1 till s7 	1
 One of my favorite TV series ever. 	1
 Great Show with Worst possible ending. 	0
 One of the best tv shows 	0
 Standards need to be raised 	0
 What will I do with those GoT accessories and apparels? 	1
 Best TV show of our generation 	1
 Meh 	0
7	0
 Losing of time 	0
 Horrible last season 	0
 A fantasy that was more real than reality 	0
 The last season 	1
 Breathtaking War of winterfell 	1
 Brilliantly twisted! 	1
 Spectacular story telling 	0
 B R I L L I A N T L Y D O N E IN EVERY ASPECT 	1
 Greatest Show you will ever see 	1
 Must watch!!!! 	1
 Wow 	1
 LORD OF IM BORED 	1
 Greatest Show In the history of television 	1
 Best fantasy tv show ever created in the history of the world. 	1
 Best show ever 	1
 Will miss this badly 	1
 Amazing AF ! 	1
 No words 	1
 Clearly the best show in the world !! 	0
 Winter is coming 	1
 One of the very best shows on TV. 	1
 A TV show just PERFECT! 	1
 Brilliant 	1
 Mind blowing 	1
 Thank the old gods and the new... For the most epic TV series ever! 	1
 Epic epicness..! 	1
 Nothing tops this 	1
 Seasoson 8 trailer analysis 	1
 Without a doubt! 	1
 Outstanding show 	1
 NeverSeen Before !!!  	1
 This should be a continuous drama like soap operas. 	1
 The hype can never match the experience 	0
 First four seasons were great but it gets worse after that. 	1
 Great Television 	1
 Love this series 	1
 Love this show 	1
10	1
 #forthethrone 	1
 Political Fantasy Full Of Intrigue (Watched All Seasons Except The Last) 	1
 Wow 	1
 King 	1
 Insanity 	1
 The greatest story ever told. 	1
 Making the Reals great again 	1
" Spectacular? Absolutely. Best of the Genre, Top 20 All Time "	1
 The most fascinating series! 	0
 Simply Magnificent 	1
 the best 	1
 A Game of Thrones 	1
 One of the best shows ever 	1
 Best series ever made in my opinion 	0
 Fantasy seems so real 	1
 Amazing! 	1
 Awesome 	1
 One of the best Tv drama shows . 	1
 Mesmerized 	1
 Brilliant 	1
 Don't have any words to explain how good it is 	1
1000	1
 Very interesting a deliver what people really want 	1
 Great Fantasy Show Drama!!!! 	1
 Love this show but.. 	0
 Every thing about this show has already been said 	1
 A Little Game 	0
 Best Show Ever 	1
 Season 7 review 	1
 A fantasy for fantasy sceptics 	1
 Fantasy world unlike any world setting 	1
 Mind blowing and best show on TV right now 	0
 I forgot the world watching this show !!! 	1
 One of the best series ever! 	1
 Dark And fantastic 	1
 IGNORE NEGATIVE REVIEWS 	1
 best tv series ever 	1
 Just Fen 	1
 The best i've seen. 	1
 Best Show Ever!! (Tied with Breaking Bad) 	1
 What An Amazing Ride! 	1
 Wow 	1
 Outstanding TV Series... was/could be the BEST TV Series ever! 	1
 More than a TV serie 	1
 Game of thrones shows Mind blown about the End of The long Night! 	1
 The best one 	1
 Dope!!! 	1
 An Epic show that is in a league of its own 	0
 Never forget The Game of Thrones 	1
 The best 	1
 good 	1
 got is the best soap opera in thi world 	1
 Bran + Grey Worm 	0
 Got 	1
 Game of Thrones! Thanks for everything! 	1
 The best fantasy TV show ever (Very minor spoilers) 	1
 Just Watch it !!! 	1
 Best show of all time 	1
 It's over 	1
 The finale sucked a$$ 	1
 An amazing show 	1
 Best show ever 	1
 PLEASE REBOOT THE LAST SEASON. SAVE THE SHOW 	1
 Why did they have to ruin it? 	1
 just okay episode that's it 	0
 got review 	1
 I'm never gonna love any other series 	1
 Superb Masterpiece 	1
 The most glorious TV series ever 	1
 This decade might be the renaissance of TV shows 	0
 Greatness at its finest. 	1
" Good writing, good acting, sex, violence, war, back stabbing. "	1
 best show ever 	1
" Thank you , Game of Thrones! "	1
" ""A Song of Ice and Fire"" for dummies "	0
 S8 was near perfect 	1
 game of thrones 	1
 Greatest of all time 	1
 Incredible Show (minus the last few episodes) 	1
 A flawed beast. Not unlike life. 	1
 Perfect Ending to a Perfect Story 	1
 The best series in ever 	1
 Already missing this show 	1
 Game of Thrones 	0
" Even after Season 8, it's still one of the Greatest Shows Ever! "	1
	1
 The best ever 	1
 Epic Fantasy Series ever on TV History 	1
 An Era of Game Of Thrones. 	1
 Legendaryyyyyyyyyyyyyyyyyy 	1
 The best tv series ever made. Period. 	1
 After 8 Years 	1
 The worst final ever! 	1
 Finall season 	1
 To the end of an era. 	1
 Brilliant 	1
 Fabulous 	1
 Best TV show with the worst ending unfortunately. 	1
 The best show ever 	1
 THE BEST EVER 	1
 It's a wonderful series 	1
 Truely speechless 	1
" Best serie ever, except for the grafics, it's just too dark to see "	1
 A must watch for every Fantasy as well as realistic drama lovers. 	1
 Everything has a purpose! This is the best show of all time. 	1
 TV show that is superior to everything else on TV 	1
" Until World's End, Nothing Can Beat Game of Thrones ! "	1
 Simply great for the most part but can be tiring and confusing 	0
 Not even close to braveheart - i don't like GOT that much 	0
 2nd season was disappointing 	0
 Why these additional SCENES? 	0
 It's the greatest show ever 	1
 Winter is here... 	0
 Destined to be one of television's legendary greats 	1
 Broad Beginning 	0
 Why offend Islam? 	0
 No happy ending 	1
 Sorry 	0
 The Ending 	1
 GOAT 	1
 Amazing 	1
 Boring! 	0
 its real! 10 ratings are real 	1
 Thinking in cell phones! 	0
 Great 	1
 There isn't anything batter on TV 	1
 Still 10 	1
 Game 	1
 Absolutely beautiful! 	1
 no comment 	1
 The Best I Ever Seen 	1
 Why all the disappointment? 	0
 Fantastic movie-like work of art! 	0
 Best thing on TV ever! 	1
 Not that perfect 	0
 Looks like Mexican soap(TV series) 	0
 Must watch. 	0
 It is the best 	1
 Mindblowing 	1
 Naked breasts and leather 	0
 Disastrous Ending 	0
 Great show except most of the final seasons 	0
 One small part of a larger story 	1
 Absolutely best show EVER 	1
 Wonderful adaptation 	1
 the best 	1
 GOT Finale 	0
" Sad that it had to end, but could you at least write a good story to end it with? "	1
 Why this is different 	1
 Since The High Sparrow down from 9.5 	0
 Awesome 	1
 I think it's best screen art work ever made period! 	1
 it is unique 	1
 Greatest Show of All Time! 	1
 Just a few tips from your biggest fan <3 	1
 GOT is my worst addiction 	1
 It's too short 	1
 Valar morghulis. 	1
 No words needed 	1
" Remarkable,scary,amazing,Most favourate show all over the world "	1
 Best series i ever watched 	1
 Best show on television 	1
 Best show ever! 	1
 Thank goodness we aren't all the same! (Make for dull world!) 	1
 Amazing 	1
 Amazing TVShow! 	1
 Very good 	1
 The Final Battle 	1
 Not a Bot!!! Swear! Simply Fantastic! 	1
 The best thing on tv over the last 10 years marred only by its last two episodes 	1
 perfection 	1
 Best show ever created! 	1
 Best series I have ever seen 	1
 Next level 	1
 i mean whats there to say 	1
 Incomparable 	1
 Best of all time!! 	1
 The best Tv series Ever 	1
 i wanna merry you 	1
 Unforgettable 	1
 Best 	1
 So excited but so sad at the same time.... 	1
 Got is the best 	1
 hello listen to this 	1
 Best show ever 	1
 First ever seeing English show 	1
 Copy 	1
 Awesome! 	1
 Game of thrones 	1
 waiting for 	1
 Love it! 	1
 Best fantasy show ever 	1
 A Seasonal Achievement in Cinematography. 	1
 The Best Series Ever!! 	1
 Adult TV fantasy drama couldn't get any better 	1
 Very good 	1
 An excellent fantasy series! 	1
 Great show 	1
 The best tv show ever made 	1
 I don't know anyone can rate this low! 	1
 The greatest show ever made 	1
 Latterly the best TV show ever 	1
 Master piece 	0
 This is the show I want to 'preserve' with blue eyes ! 	1
" A Story of Dragons, Queens, and Heroes: For Adults "	1
 Excelente series 	1
 Best on TV 	1
 GOT is a love 	1
 An event that extrapolates completely the television media. 	1
 excellent Norse to English adaptation 	0
" A visual spectacle, with a gripping storytelling of the bloody wars of WESTEROS. "	1
 Great! 	0
" Good on the whole but some scale changes, plot differences from book. "	0
 WOW!! Amazing show! 	1
 amazing medieval fantasy and well written and directed.......HBO is great 	1
 Nothing could be compared to GOT 	1
 This is not lord of the rings 	0
 There are now too many plans of action 	1
 Soft-core porn in a Fantasy World 	0
 GOT S8E3 Magnificent! 	1
 An absolutely addictive show! 	1
 Happy with the finish 	1
 The best tv show ever 	1
 More to come? 	1
 Dopeness 	1
 best series ever 	1
 It is one of two 	1
 Crazy 	0
 DO NOT PIRATE THIS! They deserve every penny 	1
 Breaking Bad's successor is here !!! 	1
0	1
 Very beautiful series 	1
 Game Changer 	1
 The best show ever 	1
 Phenomenal Show 	1
 Thank you 	1
 The best 	1
 Just stop and the 3rd episode was epic it's just from hbo but the no one saw the episode so why please just wait for the new episode  	1
 Boring 	0
 Game of Thrones 	1
 Their watch has ended 	1
 Greatest show of All time ! 	1
 The best 	1
 Wow 	1
 Brilliant! 	1
 From good to bad 	1
 Superb Ending 	1
 If they killed off Dany.... 	0
 Best Show I have ever came upon! S8 is another story though 	1
 the last season makes me not willing ever to watch GOT again! 	1
 Season 8 just sucks but the show as a whole is still amazing ! 	1
 Sad 	1
 Great Experience 	0
 For better or worse Game of Thrones was an epic land mark series I enjoyed every season even if it did not end the way I personally wanted it to 	0
 Farewell 	1
 Brilliant 	1
 The Best Show ever Now and Always . 	1
 Best show of all time! 	1
 Team White Walker FTW! 	1
 No words to describe this masterpiece 	1
 Thanks and appreciated 	1
 M A S T E R P I E C E 	1
 Literally the Best TV Show of all time! 	1
 Best serie eVer 	1
 One realm to rule over all 	1
 The End is Coming 	1
 Best TV show ever 	1
 Re re re watch this series 	1
 amazing!!!!!! 	1
 YES. 	1
 Amr 	1
 The Best Film I´ve ever seen 	1
 I hate this will be the last season! 	1
 The most amazing show ever 	1
 The writing and timing of events is exceptional 	1
 This is a masterpiece 	1
 Best series ever 	1
 If carlsberg made TV shows 	0
 Greatest Tv Show of all time!! 	1
 hhhhhhhhhhhhh 	1
 Not my kinda thing.. but omg. 	1
 The best show ever 	1
 About show 	1
 Best Tv show there is. 	1
 The Best 	1
 Won't be enough to write a book on it ! 	1
 The best TV show right now 	1
 Love this Show 	1
 A masterpiece 	1
 Can't get enough 	1
 Addictive and rewarding for your time 	0
" Incredible, great show, but sometimes a little bit too bloody "	0
 This is more like it 	1
" Beautiful design, but... "	0
 One of the best but not even close to the original books 	1
 Simply Addictive and amazing must watch 	1
 movie the best 	0
 Best show ever but the ending was disapointed 	1
 Great show 	1
 GREATEST SHOW EVER 	1
 Im so happy because i watch this season in my life 	1
 Gorgeous fantasy series! 	1
 Epic series 	1
 Best TV show ever 	1
 Fans ... puffh!!!! 	1
 Best of lifetime 	1
 Despite season 8 	1
 A great series with a weak ending 	1
 Best serie ever but for the last season 	1
 Best show ever. 	1
 Phenomenon 	1
 Seasons 1-7 10 season 8 well I'm not really sure what to say 	1
 Great journey with a satisfied result but in a bad way 	0
 Game of thrones 	0
 The Song of Ice & Fire!!! 	1
 The Best 	1
 Great Start 	1
 Its a Masterpiece Till the Last Two Seasons 	1
 Gotta love the haters :) 	1
 Bello. 	1
 The best TV show I have ever seen 	1
 Best all around show ever. 	1
 Awesome 	1
 Best show of my life 	1
 Love the show 	1
 Its epicccc!!!! 	1
" My favorite characters,sound track and favorite webseries also "	1
 Setting high benchmarks for future TV shows & movies 	1
 Game for my life 	1
 Hear me roar 	1
 Great series! 	1
 One of the few TV series I'm hooked on 	1
10	1
 Imdp why is my review too short I wrote what in my mind 	0
 GoT is a long-term love 	1
" exceptional first 4 season, season 5 and 6 lost track "	0
 Bring in a new Interesting face - Tino Struckmann 	1
 Must watch 	0
 The Greatest TV Series Of All Time !!! 	1
" A show MUST to be watched, but be warned, adult contents are there in it. "	1
" When you play a Game of Thrones, you lose or you die, there's no middle ground. "	1
 Truly addictive 	1
 freakn' awesome 	1
" The season start with its epic, sprawling, bloody glory & satisfying climax "	1
" Had originally gave it a 5 rating, but it does get much better. "	1
 The best show ever!!!! 	1
 Game of thrones amazed me with its spotlight. Amazing drama! 	1
 H 	0
 And let cook over low heat !! 	1
 This is a great fantasy 	0
 the Best series of history 	1
 Stunning masterpiece 	1
 This show is just epic 	1
 The best show ever made 	1
 Best TV show ever regardless of the bad ending 	1
 NOT TODAY - ARYA STARK 	1
 Best show in TV History 	1
" Totally overrated. Stylish, hm no reason for stupid escallation, no brilliant intelligence... "	0
 Brilliant 	1
 Yeah he of the greats 	1
 the best show in the galaxy and I love this show but the list season was disappointment but this is still my best show ever 	1
 The best cinematographic experience I have ever had. 	1
 Best of the best! 	1
 GOT 	1
 The best tv show ever 	1
 Complete GoT series review 	1
 One of the Best TV Shows 	1
 Best TV Show Ever! 	1
 The greatest in the history of television 	1
" Best tv series ever , period "	1
 Always the greatest series of all time 	1
 What did you do for us 	1
 Best of the bests 	1
 Terrific 	1
 Not much happening in episodes 	0
 ~ 	1
 OMG 	1
 The best series ever 	1
 The best! 	1
 The best thing I have ever seen in my freacking world I swear!!! 	1
 Game of Thrones is more than a series of Dragons as many people describe 	1
 Best TV show Ever 	1
 Game of thrones season 7 review: Epic Season with some disappointment 	1
 Breathtaking 	1
 I saw one episode and could not resist to see the other 39! 	0
 Get ready for awesomeness overload! 	1
 Death of the Knight king 	1
" For me, it ends at season 8 episode 3 "	1
" Game of the thrones, is very good to end very badly like this "	1
" Power, Sorrow, Anger, Right, Empathy, Love, Betrayal "	1
 God of series 	1
 The best 	1
 Very nice 	1
 Nice 	1
 Kushexter 	1
 Thank You HBO. 	1
 Wow 	1
 watercooler 	1
 I wish I could give it a 10... 	1
 Awesome 	1
 The show that has made history in TV 	1
 Episode 5 	1
 Perfect 	1
 A truly awesome AV experience 	0
 A masterpiece 	1
 Absolutely Stunning 	1
" Why all the hate , Game of Thrones is AWESOME!! "	1
 Best tv series ever made 	1
 Second best series of all time! 	1
 A show which continues to impress me with every episode 	1
 Season 7 Episode 5: 'Eastwatch' 	0
 too much special effects 	0
 Possibly the best show ever made 	1
 Picture Perfect 	1
 My favourite series ever! 	1
 extraordinary show 	1
 Excellent adaptation. 	1
 Drama of the Century 	1
 This show will go down in history as the best 	1
 i really didn't expect something so strong 	1
 Best TV Show that's still on! 	1
 season 2 episode 7 	0
 Everything but the kitchen sink 	0
 WOW! What a way to end GoT 	1
 I like this 	1
 a Masterpiece in Television 	1
 A Perfect Show (Mostly) 	1
 Still the best tv show 	1
 F I need your name 	1
 Amazing 	1
 Bad season and WROST ending 	1
" Loved Dany's character arc, every minute of it. "	1
 Love 	1
 What a magnificent gem that is such a work of art you will not be disappointed when watching this TV Show with lots of twists and turns along the way. Spin Offs Here we Come:D 	1
 Game of thrones 	1
 Hope lives forever 	1
 It's GAME OF THRONES 	1
 i love it 	1
" Perfect, most the way "	0
 Amazing show 	1
 GTO 	1
 Malaysia 	0
 One of those shows... 	0
 Excellent 	1
 Hoooo leeee coww 	1
 Awesome as hell 	1
 I'm dying for it 	1
 I hate this show. 	1
 Simply epic! Mastery of Excellence. 	1
 Fiction Historical appears like it happening 	1
 a question about the book? 	1
 Great Series 	1
 Satisfying in every way .. 	1
 I have 4 IQ and i hate this episode. 	1
 Ending not as bad as they saying 	0
 Zuper 	1
 GoT 	1
 Great game of thrones 	1
 Better in my life 	1
 The best 	1
 Thank u GOT 	1
 Watch GOT! 	1
 The most beautiful serie 	1
 GREATEST TV SHOW OF ALL TIME ! 	1
 Great show ever 	1
 Game of thrones 	1
 Still awesome 	1
 Best tv show ever 	1
 Game of thrones 	1
 Give it a try you wont regret it. 	1
 It's the best in history 	1
 Best show on TV ever 	1
" Amazing, but don't justify 7 years of production "	1
 Silly Fantasy == Great Fun 	1
 Bran Stark and dragons!!! 	1
 Rousing entertainment for our baser natures 	0
 Best show 	1
 The game has 	1
 beast seris in the World 	1
 Still by far the best TV show ever 	1
 Is it so bad? 	1
 End of my watch 	1
 The bests show ever made 	1
 Game of thrones 	1
 Best show ever. 	1
 The best show of the 21st century yet 	1
 Now what will I do 	1
 The best 	1
 Great show 	1
 Game of thrones 	1
 Greatest TV show ever 	1
 The best tv show in the history 	1
 GoT ruins all other shows for me 	1
 great drama for thrones 	1
 From storyline to production an amazing product (Season 1) 	1
 Missing some key scenes.. 	0
 Greatness 	1
 G.O.A.T 	1
 Logical ending 	1
 The best 	1
 Got is the best 	1
 #Gameofthrones_bestever 	1
 Why I rated this show 10? 	1
 Game of Thrones 9 	1
 Amazing 	1
 Not bad 	1
 Great adoltation of the books 	1
 b 	1
 Why the world loves it so much... 	0
" Parts are brilliant, parts are stupid, acting is great "	0
 Don't be fooled the dragon queen is not dead she will return in season 9 	0
 Best tv show ever! 	1
 Farewell to Game of throne 	1
 Best ever 	1
 This was my fav show ever... but since 	0
 This review was deleted but I am not sure why. 	0
 Awfull tv show 	0
 The Greatest TV Show Ever Made 	1
 One of the best show (with a bit questionable plots in final 2-3 episodes) 	1
 The best 	1
 Amazing season which is ever made 	1
 This is a good show but sometimes things goes wrong of bad 	1
 I am grateful 	1
 The end was beautiful 	1
 The truth of GoT 	1
 Best tv show ever 	1
 Best of the best 	1
 What's the point? All I can see is the show is all about having sex. 	0
 Depravity and debauchery par excellence 	0
 An Honest Review 	0
 The Best 	1
 A New Era of Tv Shows <3 	1
 Got 	1
 Emelia saves season 8 	1
 King In It's Genre Both On The Silver Screen and Small Screen. Season 8? 	1
 Nice beautiful Nice beautiful Nice beautiful 	1
 Inclusive of all cultures of the world 	0
 GOAT 	1
 No comment 	1
 Perfection 	1
 This is amazing 	1
 Legendary 	1
	1
 Pheonemal series 	1
 The serie 	1
 Iraq-Baghdad 	1
 Nice 	1
 Ridiculous ratings baised on the books. 	1
 Ruler of the T.V Shows  	1
 Love game of thrones I feel the best game of thrones season 8 	1
 Overrated 	0
 1 to 7 season are really amazing but season 8 is disaster 	1
 Still the greatest show of all times 	1
 You should watch GOT once in your lifetime if you want to see masterpiece. 	1
 Fantastic!!Confusing!!HATED the ending!! 	1
 Game of Thrones 	0
" Daenerys Targaryen, the only queen of seven kindoms or nothing!!! "	0
 The new Middle Earth 	1
 Greatest of all Time 	0
 GOT 	1
 this is so good 	0
" Amazing Beginnings, Disappointing End "	0
 An epic of Odyssey of fantasy and political drama. 	0
 Best tv serial 	1
 The best series of all!!! 	1
 Realistic Fantasy Soap Opera Low on Realism and Fantasy 	0
 Was the best until the end 	1
 Best ever 	1
 Trying to forget S08... 	1
 Acceptable and awesome! 	1
 Best series ever!! 	1
 Everybody should give it a try 	1
 After several years this was not what I expected! 	0
 Brief review 	1
 Best show EVER! 	1
 Best show ever despite the last season! 	1
 Not how i imagine 	0
 Almost Perfect 	1
 Sweat Addition of a memory of child inside me. 	1
 A prequel is needed! 	1
 Best show ever - ignore the season 8 moaners 	1
" Despite the horrible writing in Season 8, still a brilliant series overall! "	1
 A cheap Copy / Paste from Tolkiens masterpiece Lord of the Rings 	0
 One Of The Greatest Shows Ever !! 	1
 The best 	1
 The bench mark for future epic tv shows 	1
 A Must Watch 	1
 only for season 8 	0
 Hajskskajask merhaba All hail 	1
 It was a ride 	1
 Almost Perfect. 	1
 Why the Hollywood way? 	1
 Legendary 	1
 It the best tv show ever 	1
 Imagine you never watched it 	1
 Still the best show ever made. LIFE IS NOT OVER. 	1
 Second greatest piece of fantasy I've ever seen 	1
 It was good to see 	1
 Temporadas 	1
 Season 8 episode 6 	1
 Love 	1
 Greatness that didn't hold 	0
 Falls a bit short. 	0
 Disappointed ? 	0
 Almost. 	0
 Great Series 	1
 Great show 	1
 For Balance 	1
 Great ride! 	1
 Best series ever 	1
 farewell Go(a)T 	1
 Such a build up and then fell flat at the end 	0
 Not the GOAT in tv shows after seeing all 8 seasons 	1
 Simply amazing 	1
 Fantastic show season 1 to 7 	1
" Good start, mediocre Finish "	1
 Game of Thrones: The best and the worst TV has to offer. 	0
 Gimmick of Throes 	0
 This TV series is magnificent! 	1
" Amazing show, seasons 1 to 7 "	1
 Best show ever 	1
 THIS IS ONLY FOR LAST EPISODE OF S8 	0
" At times the best show of all times, but uneven and too many seasons "	1
 Greatest of all time 	1
 Please next session 	1
 BEST FROM INDONESIA 	1
 I will see this series again 	1
 the best ever ! 	1
 B.E. ! 	1
 End of the best 	1
 Season 8 killed the show! 	0
